Tweet,Message,Match,Polarity
298, RT    Excited to share that I will be continuing my education and baseball career at Texas A amp M University Texarkana Thank you to e,"excited,thank",positive
299, RT    London South Bank University offers programmes at  Bahrain s ASU   including at its dedicated Engineering School to boost k,"dedicated,boost",positive
300, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
301, Want to land a job like  Lead System Administrator  at Brown University  Applicant tracking systems look for specif,"like,lead",positive
302, RT      first gen high school grad   first gen college grad    Title 1 to Tier 1   life changing experiences   amp  4 5 years later,NONE,neutral
303, RT    London South Bank University offers programmes at  Bahrain s ASU   including at its dedicated Engineering School to boost k,"dedicated,boost",positive
304, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
305, No  We have a mix of socialism and capitalism  but we heavily rely on socialistic s,NONE,neutral
306, RT    I m now just learning about the anti blackness and colonial violence that is happening at      And I continue t,NONE,neutral
307, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
308, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
309, RT    Modern university education  Where the young stop independent thought and debate,modern,positive
310, Nice   Have you started studying yet   I m currently in my final year at university   gonna graduate,nice,positive
311, RT    Why not have free university education for all Americans who qualify academically   I know the answer  it s simple   it s sca,"free,qualify",positive
312, The university need to stop destroying the students future with getting them more into debt with raising cost   Stu,debt,negative
313, RT    Facing a climate emergency  Manitoba cuts funding for   s  proven and effective environmental education programs,"proven,effective",positive
314, TheGMan but EU nationals are entitled to the same rights as Scottish students  ie free University education  why,free,positive
315, RT    Excited to share that I will be continuing my education and baseball career at Texas A amp M University Texarkana Thank you to e,"excited,thank",positive
316, Baker     The UK has had the sort of mild  mixed economy social,NONE,neutral
317, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
318, RT    Why not have free university education for all Americans who qualify academically   I know the answer  it s simple   it s sca,"free,qualify",positive
319, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
320, RT    November 2019   BLOG  How do we secure a vibrant adult education and lifelong learning culture    University of Wolverhamp,"secure,vibrant",positive
321, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
322, RT    Education is undoubtedly the most important ingredient to change the world   To encourage  amp  recognize significant research  amp,"important,encourage,significant",positive
323, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
324, This is an absurd attack on a leading climate scientist     by   at,"absurd,attack",negative
